ID,Nome,Cognome,Telefono,Professione,Richiami,AnnoInizio
00466,Francesco,Neri,+396469531040,Ingegnere,1,2003
00467,Chiara,Fontana,+395846128706,Ingegnere,4,2018
00468,Giorgio,Neri,+392187507036,Chimico,2,2011
00469,Luca,Bianchi,+393446719642,Capo settore industriale,3,1996
00470,Giulia,Rossi,+390016097338,Capo settore industriale,5,2006
00471,Chiara,Conti,+393105898838,Capo settore industriale,0,2024
00472,Marco,Verdi,+390639161806,Ingegnere,0,2005
00473,Sara,Fontana,+394627995171,Informatico,0,1998
00474,Chiara,Lombardi,+391661870407,Capo settore industriale,0,2006
00475,Luca,Esposito,+394774920769,Capo settore industriale,3,2008
00476,Francesco,Verdi,+397308851146,Chimico,0,1997
00477,Giulia,Verdi,+394710699055,Chimico,4,2024
00478,Luca,Conti,+395347534307,Ingegnere,4,2020
00479,Giulia,Esposito,+395965362216,Informatico,5,2008
00480,Paolo,Rossi,+392753085538,Ingegnere,4,2014
00481,Giorgio,Lombardi,+397848642826,Informatico,2,2000
00482,Luca,Esposito,+398323347970,Informatico,4,2008
00483,Francesco,Conti,+397725124355,Capo settore industriale,3,2022
00484,Francesco,Gallo,+392660530939,Informatico,3,2000
00485,Elena,Rossi,+392037123864,Capo settore industriale,2,2018
00486,Chiara,Gallo,+390930525182,Informatico,5,2016
00487,Sara,Verdi,+396763785559,Ingegnere,3,2022
00488,Giorgio,Bianchi,+391887502735,Chimico,1,2004
00489,Anna,Esposito,+391898163154,Chimico,0,1997
00490,Francesco,Conti,+399782715845,Chimico,0,1997
00491,Luca,Gallo,+395119828058,Chimico,2,2013
00492,Francesco,Gallo,+399962083265,Ingegnere,5,2013
00493,Sara,Greco,+395113506793,Capo settore industriale,1,2007
00494,Francesco,Verdi,+396707781875,Capo settore industriale,5,2006
00495,Elena,Verdi,+393691257684,Capo settore industriale,4,2016
00496,Chiara,Fontana,+395134111289,Informatico,1,2002
00497,Anna,Bianchi,+394902785173,Ingegnere,3,2012
00498,Giorgio,Conti,+399055341086,Ingegnere,2,2015
00499,Luca,Esposito,+399760020643,Informatico,0,2005
00500,Francesco,Verdi,+393000147061,Chimico,4,2017
00501,Marco,Bianchi,+392768039583,Ingegnere,3,2013
00502,Chiara,Fontana,+398343642099,Informatico,3,2002
00503,Giulia,Esposito,+390520789506,Chimico,3,2011
00504,Chiara,Lombardi,+398859081141,Capo settore industriale,0,1997
00505,Luca,Neri,+398531320130,Capo settore industriale,4,2007
00506,Sara,Conti,+395843595535,Capo settore industriale,5,1996
00507,Sara,Lombardi,+396125993857,Capo settore industriale,0,2016
00508,Giulia,Verdi,+392294470708,Capo settore industriale,0,2023
00509,Giulia,Verdi,+395503047692,Ingegnere,2,2002
00510,Paolo,Verdi,+397681873804,Informatico,4,2008
00511,Chiara,Gallo,+391007907694,Chimico,2,2001
00512,Luca,Fontana,+392372304711,Ingegnere,1,2004
00513,Sara,Bianchi,+391094646826,Informatico,1,2006
00514,Giorgio,Conti,+391778965358,Informatico,1,2003
00515,Luca,Neri,+391648621485,Informatico,0,2013
00516,Giorgio,Greco,+395632433845,Chimico,5,2003
00517,Francesco,Greco,+398731052941,Informatico,1,2018
00518,Sara,Conti,+396909055462,Ingegnere,2,2016
00519,Francesco,Gallo,+394789640576,Capo settore industriale,3,2015
00520,Marco,Lombardi,+394503830952,Capo settore industriale,3,2015
00521,Luca,Neri,+399998724712,Chimico,4,2011
00522,Giorgio,Bianchi,+399364965403,Chimico,4,1995
00523,Luca,Conti,+394298124973,Chimico,4,2014
00524,Chiara,Rossi,+395160951881,Capo settore industriale,0,1999
00525,Anna,Greco,+398343160711,Informatico,4,1996
00526,Giulia,Verdi,+398236621224,Capo settore industriale,5,2003
00527,Anna,Lombardi,+395432714449,Informatico,4,2013
00528,Chiara,Bianchi,+393525019992,Capo settore industriale,3,2002
00529,Paolo,Neri,+391431506937,Chimico,2,2016
00530,Giulia,Rossi,+393570116194,Capo settore industriale,0,2008
00531,Marco,Conti,+391393841956,Ingegnere,4,2024
00532,Giulia,Gallo,+397523563659,Informatico,1,1998
00533,Anna,Rossi,+399458589588,Chimico,5,1998
00534,Anna,Rossi,+399802947935,Capo settore industriale,2,2020
00535,Sara,Conti,+392862699313,Ingegnere,5,2003
00536,Anna,Fontana,+392186815985,Informatico,2,2022
00537,Sara,Conti,+394259257289,Capo settore industriale,0,1997
00538,Elena,Fontana,+397924663978,Chimico,1,2016
00539,Luca,Greco,+395749123031,Capo settore industriale,2,2020
00540,Paolo,Verdi,+393383185969,Informatico,5,2007
00541,Elena,Esposito,+395420736655,Informatico,0,2016
00542,Elena,Lombardi,+392676430500,Capo settore industriale,0,2007
00543,Francesco,Fontana,+395619143382,Capo settore industriale,4,2019
00544,Francesco,Fontana,+396513960935,Capo settore industriale,0,2010
00545,Francesco,Gallo,+399379453384,Informatico,5,2012
00546,Giulia,Greco,+399141128090,Ingegnere,3,2017
00547,Chiara,Lombardi,+398783280260,Chimico,1,2014
00548,Giorgio,Bianchi,+399950774760,Chimico,0,2007
00549,Elena,Rossi,+392990258526,Chimico,2,1997
00550,Chiara,Verdi,+393980605786,Ingegnere,3,1998
00551,Elena,Conti,+397592517388,Ingegnere,2,2014
00552,Luca,Esposito,+393736519676,Chimico,4,2024
00553,Chiara,Neri,+397702237795,Capo settore industriale,5,2012
00554,Chiara,Verdi,+398872331553,Chimico,5,2012
00555,Francesco,Gallo,+390162045028,Capo settore industriale,3,1998
00556,Sara,Conti,+395359211052,Informatico,5,2016
00557,Chiara,Fontana,+390092122680,Capo settore industriale,3,2021
00558,Giorgio,Fontana,+394651735800,Ingegnere,0,2008
00559,Giorgio,Neri,+391010850870,Capo settore industriale,1,2022
00560,Chiara,Neri,+395519578113,Capo settore industriale,1,2022
00561,Sara,Gallo,+399256516733,Ingegnere,5,2012
00562,Elena,Verdi,+398782107991,Ingegnere,3,1997
00563,Francesco,Verdi,+394103619193,Ingegnere,2,2003
00564,Marco,Gallo,+392995022603,Capo settore industriale,3,2012
00565,Anna,Verdi,+392747221663,Informatico,5,2017
00566,Anna,Gallo,+399115846462,Informatico,4,2011
00567,Paolo,Fontana,+396283248835,Ingegnere,0,1996
00568,Giorgio,Neri,+391590555552,Chimico,5,1996
00569,Giorgio,Verdi,+391068883364,Chimico,4,2006
00570,Giorgio,Greco,+397407426103,Capo settore industriale,3,1999
00571,Elena,Conti,+391396517912,Ingegnere,2,2000
00572,Paolo,Esposito,+398638070639,Informatico,2,2019
00573,Elena,Conti,+399569067057,Chimico,1,2013
00574,Paolo,Conti,+398693419123,Capo settore industriale,2,2002
00575,Chiara,Verdi,+397805872711,Informatico,5,1997
00576,Giulia,Verdi,+395192942264,Capo settore industriale,1,2001
00577,Luca,Neri,+398017239302,Ingegnere,1,2016
00578,Marco,Neri,+392408543994,Ingegnere,4,1996
00579,Marco,Rossi,+399991910951,Chimico,0,2006
00580,Chiara,Bianchi,+390625667898,Informatico,3,2014
00581,Luca,Verdi,+398433882190,Capo settore industriale,5,2015
00582,Francesco,Esposito,+391080790839,Capo settore industriale,1,2013
00583,Sara,Rossi,+397558210094,Informatico,0,2008
00584,Chiara,Lombardi,+392271195845,Chimico,5,2016
00585,Giorgio,Esposito,+395008971727,Ingegnere,4,2017
00586,Sara,Greco,+396049358953,Capo settore industriale,4,2002
00587,Francesco,Neri,+396366565846,Ingegnere,3,2023
00588,Sara,Verdi,+392601207354,Chimico,5,2004
00589,Marco,Fontana,+392882889348,Informatico,2,2002
00590,Marco,Bianchi,+393096823007,Capo settore industriale,1,2002
00591,Giulia,Gallo,+393663510993,Informatico,2,2018
00592,Francesco,Esposito,+399825427705,Chimico,5,2007
00593,Anna,Conti,+393369354100,Ingegnere,2,2012
00594,Sara,Verdi,+393707785729,Ingegnere,5,2016
00595,Paolo,Conti,+398775334900,Ingegnere,5,2012
00596,Chiara,Rossi,+393176753690,Chimico,4,2021
00597,Giorgio,Bianchi,+393836529494,Chimico,5,2017
00598,Anna,Esposito,+395126449531,Ingegnere,1,2010
00599,Sara,Lombardi,+392172207485,Chimico,4,2024
00600,Luca,Gallo,+392030065721,Informatico,3,2022
00601,Marco,Bianchi,+392170680587,Capo settore industriale,2,2007
00602,Marco,Gallo,+393383326376,Informatico,0,2018
00603,Elena,Neri,+391190689286,Ingegnere,1,2005
00604,Sara,Lombardi,+393024062683,Capo settore industriale,4,2015
00605,Paolo,Conti,+398161854259,Capo settore industriale,0,2002
00606,Giulia,Neri,+396586563249,Informatico,4,2018
00607,Paolo,Gallo,+390416757783,Ingegnere,4,2021
00608,Elena,Rossi,+398965655259,Chimico,0,2017
00609,Giulia,Rossi,+390464643950,Chimico,1,2021
00610,Francesco,Conti,+391624981417,Ingegnere,0,2006
00611,Giulia,Bianchi,+393184837611,Chimico,3,1999
00612,Francesco,Conti,+395357328928,Ingegnere,4,2005
00613,Elena,Neri,+397048466460,Informatico,3,2016
00614,Giorgio,Greco,+395586141049,Ingegnere,4,2001
00615,Luca,Greco,+392688958922,Informatico,1,2000
00616,Elena,Gallo,+399121523142,Ingegnere,3,2009
00617,Marco,Rossi,+396978374380,Capo settore industriale,3,2018
00618,Anna,Esposito,+394758336350,Ingegnere,1,2008
00619,Anna,Esposito,+399936658080,Chimico,5,2008
00620,Marco,Fontana,+396714699733,Capo settore industriale,3,2001
00621,Giulia,Esposito,+391513722144,Informatico,2,2005
00622,Chiara,Gallo,+399583678302,Capo settore industriale,3,2022
00623,Anna,Rossi,+394036625830,Capo settore industriale,4,2012
00624,Sara,Greco,+398829700846,Informatico,2,1998
00625,Giorgio,Greco,+393306452974,Informatico,2,2020
00626,Luca,Esposito,+392799796752,Informatico,4,1998
00627,Francesco,Esposito,+391211039549,Ingegnere,3,2022
00628,Francesco,Fontana,+394359727470,Informatico,2,2015
00629,Luca,Neri,+393144407892,Chimico,4,2019
00630,Giulia,Verdi,+390424997621,Chimico,0,1995
00631,Luca,Greco,+394078988865,Capo settore industriale,5,2016
00632,Marco,Rossi,+398945318961,Informatico,0,2011
00633,Luca,Gallo,+397115292304,Ingegnere,5,1997
00634,Elena,Verdi,+391389806399,Chimico,2,2006
00635,Giorgio,Conti,+397937021011,Informatico,5,2013
00636,Anna,Lombardi,+394294200779,Informatico,3,2019
00637,Giorgio,Rossi,+391325174657,Ingegnere,2,2019
00638,Anna,Fontana,+395247037316,Chimico,0,2020
00639,Sara,Bianchi,+395292132679,Ingegnere,5,2013
00640,Giulia,Greco,+396816736771,Informatico,1,2007
00641,Giorgio,Fontana,+393255844748,Chimico,3,2016
00642,Anna,Neri,+390794106717,Informatico,3,2022
00643,Sara,Lombardi,+396882770289,Ingegnere,5,2024
00644,Chiara,Fontana,+391248864732,Informatico,1,2010
00645,Chiara,Rossi,+393486685035,Capo settore industriale,1,1997
00646,Anna,Gallo,+398248027534,Capo settore industriale,0,2003
00647,Paolo,Rossi,+397940997387,Informatico,4,2003
00648,Sara,Fontana,+395168168158,Chimico,3,2012
00649,Anna,Rossi,+391658211490,Informatico,5,2000
00650,Luca,Conti,+395540329156,Chimico,5,2018
00651,Giulia,Bianchi,+397781553994,Capo settore industriale,4,2002
00652,Francesco,Fontana,+399339302256,Informatico,2,2011
00653,Marco,Rossi,+395275112560,Ingegnere,1,2010
00654,Sara,Lombardi,+391204602620,Informatico,4,2002
00655,Elena,Gallo,+398541185912,Ingegnere,3,2016
00656,Giulia,Gallo,+394767722148,Capo settore industriale,1,2019
00657,Francesco,Verdi,+398953234750,Chimico,3,2020
00658,Elena,Neri,+393221373750,Chimico,3,2010
00659,Elena,Esposito,+399980438862,Capo settore industriale,5,2017
00660,Giulia,Conti,+391967073168,Capo settore industriale,5,2005
00661,Anna,Lombardi,+392940126578,Informatico,5,2021
00662,Giorgio,Gallo,+391001244297,Capo settore industriale,3,2024
00663,Chiara,Neri,+390315479973,Capo settore industriale,3,2015
00664,Paolo,Esposito,+396618058649,Informatico,5,1998
00665,Giorgio,Rossi,+394642173525,Informatico,5,2018
00666,Chiara,Bianchi,+397489146725,Capo settore industriale,2,2008
00667,Paolo,Gallo,+393100346503,Chimico,0,2019
00668,Marco,Rossi,+392551583710,Capo settore industriale,2,2017
00669,Sara,Esposito,+392583384164,Informatico,2,2010
00670,Giulia,Rossi,+394265299011,Informatico,3,1996
00671,Francesco,Rossi,+393247918030,Ingegnere,1,2015
00672,Elena,Fontana,+394482327608,Informatico,5,1999
00673,Luca,Greco,+390200122768,Ingegnere,0,2021
00674,Chiara,Conti,+391477547180,Ingegnere,3,1999
00675,Elena,Lombardi,+396728387653,Chimico,5,2019
00676,Marco,Greco,+395712747855,Ingegnere,4,1997
00677,Anna,Neri,+398429974069,Informatico,5,2013
00678,Paolo,Gallo,+395821440470,Chimico,5,1995
00679,Paolo,Fontana,+391636051887,Capo settore industriale,3,2009
00680,Anna,Esposito,+391711506428,Informatico,2,2017
00681,Marco,Rossi,+392937993295,Informatico,2,2004
00682,Paolo,Greco,+390723544759,Chimico,1,2004
00683,Chiara,Neri,+399728650368,Capo settore industriale,1,2005
00684,Chiara,Neri,+397648812645,Ingegnere,5,2006
00685,Elena,Greco,+397856080649,Chimico,3,2000
00686,Giulia,Conti,+395169180121,Chimico,0,2014
00687,Anna,Gallo,+395838902978,Capo settore industriale,1,2004
00688,Elena,Conti,+395393677000,Informatico,4,2019
00689,Marco,Gallo,+396526579978,Ingegnere,1,2023
00690,Giulia,Neri,+391274357219,Chimico,4,2007
00691,Giorgio,Conti,+399553228284,Ingegnere,0,1996
00692,Giorgio,Conti,+394536209467,Capo settore industriale,4,2017
00693,Paolo,Verdi,+392001050882,Chimico,0,2006
00694,Marco,Greco,+399844560471,Capo settore industriale,3,2024
00695,Giulia,Verdi,+391450081244,Informatico,1,1995
00696,Chiara,Lombardi,+396469655901,Informatico,3,2019
00697,Luca,Neri,+391873471233,Ingegnere,3,1998
00698,Giulia,Conti,+399868902835,Capo settore industriale,5,2000
00699,Giulia,Gallo,+399336504012,Chimico,5,2006
00700,Anna,Lombardi,+396096710818,Informatico,4,2006
00701,Francesco,Rossi,+396392048591,Capo settore industriale,3,2000
00702,Sara,Gallo,+395609149698,Informatico,5,2017
00703,Luca,Esposito,+390716239492,Chimico,4,1996
00704,Giulia,Neri,+394214136449,Ingegnere,0,1999
00705,Giorgio,Fontana,+396243596494,Capo settore industriale,3,2004
00706,Paolo,Neri,+395756312717,Capo settore industriale,5,2000
00707,Luca,Conti,+394143754569,Informatico,3,1996
00708,Francesco,Verdi,+390508152420,Chimico,3,2009
00709,Luca,Verdi,+391639325044,Ingegnere,2,2001
00710,Paolo,Rossi,+398510991587,Chimico,4,2017
00711,Chiara,Bianchi,+391637846789,Informatico,5,1997
00712,Chiara,Fontana,+393337337218,Ingegnere,2,2022
00713,Anna,Gallo,+391942772263,Chimico,3,2022
00714,Sara,Lombardi,+396260586369,Ingegnere,5,1997
00715,Luca,Neri,+393152043226,Capo settore industriale,0,2019
00716,Sara,Bianchi,+396164331599,Capo settore industriale,5,2013
00717,Chiara,Lombardi,+394840604415,Chimico,3,2008
00718,Elena,Greco,+397718880566,Ingegnere,5,2022
00719,Marco,Rossi,+395777164706,Ingegnere,2,2005
00720,Paolo,Lombardi,+399163240516,Capo settore industriale,2,2012
00721,Luca,Conti,+392493801579,Capo settore industriale,0,1999
00722,Paolo,Fontana,+393908104000,Capo settore industriale,4,2015
00723,Chiara,Gallo,+399715574655,Informatico,5,2017
00724,Anna,Rossi,+399011507301,Ingegnere,1,1996
00725,Giorgio,Conti,+397603106752,Informatico,1,2013
00726,Francesco,Greco,+391432912935,Ingegnere,2,2019
00727,Anna,Bianchi,+394035833057,Ingegnere,5,2007
00728,Anna,Fontana,+397536057842,Chimico,1,1995
00729,Luca,Fontana,+395202880269,Ingegnere,0,2012
00730,Giulia,Conti,+395189299490,Ingegnere,1,1998
00731,Chiara,Conti,+395220383515,Capo settore industriale,0,2016
00732,Luca,Lombardi,+390640828594,Chimico,1,1995
00733,Sara,Neri,+391562582479,Chimico,3,2015
00734,Marco,Lombardi,+391386383485,Capo settore industriale,0,2005
00735,Francesco,Esposito,+398929926787,Informatico,3,2023
00736,Elena,Conti,+391471743408,Informatico,1,2011
00737,Giorgio,Gallo,+394245125451,Ingegnere,1,2024
00738,Elena,Gallo,+398012199619,Informatico,3,2020
00739,Paolo,Bianchi,+394181202392,Informatico,0,2016
00740,Marco,Lombardi,+399564869655,Capo settore industriale,0,2020
00741,Giorgio,Conti,+391651350587,Chimico,5,1998
00742,Marco,Conti,+397428415266,Chimico,0,2010
00743,Chiara,Bianchi,+399304331960,Ingegnere,5,2018
00744,Luca,Rossi,+395281133961,Capo settore industriale,2,2024
00745,Elena,Gallo,+394637397395,Ingegnere,4,2020
00746,Chiara,Esposito,+397952551579,Capo settore industriale,1,2021
00747,Francesco,Bianchi,+396874672090,Chimico,0,2003
00748,Elena,Verdi,+396242942429,Chimico,3,2016
00749,Chiara,Verdi,+395376387329,Capo settore industriale,5,2011
00750,Marco,Gallo,+390516413929,Chimico,5,2021
00751,Anna,Rossi,+399363389793,Capo settore industriale,1,2015
00752,Luca,Greco,+397868360674,Chimico,4,2000
00753,Anna,Verdi,+394587255895,Ingegnere,3,1999
00754,Luca,Verdi,+398612929407,Ingegnere,4,2006
00755,Giorgio,Esposito,+392644335588,Chimico,1,1997
00756,Giorgio,Rossi,+391808742394,Ingegnere,0,1999
00757,Chiara,Greco,+396478201740,Informatico,3,2009
00758,Giorgio,Neri,+391627069484,Ingegnere,0,1996
00759,Luca,Lombardi,+394315886135,Chimico,0,1998
00760,Sara,Bianchi,+392771694720,Ingegnere,0,2004
00761,Francesco,Gallo,+391911403801,Ingegnere,2,2004
00762,Giulia,Bianchi,+392279458305,Ingegnere,5,2017
00763,Chiara,Rossi,+396809344964,Ingegnere,1,2011
00764,Marco,Bianchi,+395669651361,Capo settore industriale,2,2003
00765,Francesco,Verdi,+398900484561,Capo settore industriale,5,2000
00766,Giorgio,Rossi,+395411013975,Capo settore industriale,0,2023
00767,Elena,Rossi,+396838103153,Chimico,4,2013
00768,Elena,Conti,+393159077946,Chimico,4,2005
00769,Giorgio,Bianchi,+394126882777,Ingegnere,5,2019
00770,Marco,Fontana,+391036300609,Chimico,5,2009
00771,Giulia,Neri,+396190760819,Chimico,0,2014
00772,Giorgio,Greco,+396372854118,Chimico,4,2017
00773,Paolo,Fontana,+393137873869,Chimico,4,2013
00774,Marco,Rossi,+398279032938,Ingegnere,4,1997
00775,Marco,Gallo,+395543901900,Capo settore industriale,0,2023
00776,Paolo,Verdi,+395883636757,Informatico,3,2014
00777,Chiara,Fontana,+395852392451,Capo settore industriale,0,2024
00778,Anna,Conti,+397992291641,Chimico,4,2004
00779,Francesco,Greco,+391886009652,Informatico,5,2012
00780,Luca,Greco,+390910065425,Ingegnere,3,2003
00781,Anna,Greco,+396394573479,Chimico,0,2000
00782,Francesco,Rossi,+394212232567,Ingegnere,5,2024
00783,Francesco,Rossi,+395232881853,Capo settore industriale,2,2021
00784,Paolo,Greco,+398370745889,Informatico,4,2023
00785,Chiara,Neri,+391195265949,Capo settore industriale,2,2023
00786,Sara,Esposito,+399780632805,Informatico,2,2008
00787,Francesco,Gallo,+398236054430,Capo settore industriale,5,2003
00788,Luca,Bianchi,+397717876788,Capo settore industriale,0,2011
00789,Francesco,Greco,+393815358261,Chimico,4,2009
00790,Giorgio,Fontana,+399737098960,Capo settore industriale,3,2022
00791,Giulia,Gallo,+398910654240,Capo settore industriale,0,2001
00792,Marco,Lombardi,+398972056055,Ingegnere,1,1995
00793,Elena,Bianchi,+392948125432,Capo settore industriale,5,2004
00794,Giorgio,Conti,+395715588399,Chimico,2,2017
00795,Sara,Conti,+396039187135,Capo settore industriale,3,2020
00796,Marco,Conti,+394526158564,Chimico,4,2021
00797,Francesco,Bianchi,+396263543237,Chimico,5,2017
00798,Giorgio,Fontana,+391455261249,Chimico,1,2019
00799,Giorgio,Neri,+390480549038,Capo settore industriale,3,2002
00800,Chiara,Gallo,+394045186976,Capo settore industriale,3,1997
00801,Sara,Lombardi,+397141280404,Informatico,2,1995
00802,Elena,Bianchi,+397892842531,Chimico,1,1995
00803,Giorgio,Fontana,+399745066848,Chimico,5,2011
00804,Chiara,Verdi,+391733220028,Ingegnere,4,2020
00805,Chiara,Rossi,+396658388554,Chimico,1,2020
00806,Marco,Fontana,+399061247531,Ingegnere,3,2024
00807,Sara,Rossi,+394082732337,Ingegnere,4,2017
00808,Anna,Esposito,+396392275710,Informatico,0,1999
00809,Giulia,Gallo,+397855151596,Chimico,1,2004
00810,Paolo,Verdi,+395406946238,Capo settore industriale,5,2019
00811,Anna,Gallo,+391654802969,Informatico,0,2010
00812,Luca,Bianchi,+390723498313,Ingegnere,1,2010
00813,Elena,Lombardi,+396799127637,Capo settore industriale,5,2007
00814,Paolo,Neri,+396568683162,Ingegnere,3,2012
00815,Paolo,Conti,+393367400684,Capo settore industriale,5,2019
00816,Marco,Rossi,+391752909848,Chimico,1,2015
00817,Paolo,Gallo,+391309175367,Ingegnere,4,2018
00818,Giorgio,Lombardi,+398787749962,Ingegnere,0,2008
00819,Chiara,Neri,+394830688600,Chimico,1,2020
00820,Anna,Bianchi,+399377300456,Chimico,2,2002
00821,Sara,Fontana,+394540062371,Chimico,0,2019
00822,Giorgio,Gallo,+392341529218,Capo settore industriale,1,2008
00823,Anna,Lombardi,+394381071137,Ingegnere,4,2003
00824,Giorgio,Bianchi,+398265599609,Ingegnere,0,2002
00825,Sara,Conti,+391028051922,Chimico,5,2003
00826,Elena,Gallo,+398521566820,Informatico,1,2007
00827,Giorgio,Lombardi,+393216500974,Ingegnere,5,1998
00828,Anna,Greco,+396473892859,Capo settore industriale,2,1998
00829,Chiara,Gallo,+390624677268,Ingegnere,3,2016
00830,Francesco,Greco,+397688881668,Chimico,0,2002
00831,Luca,Esposito,+396796927638,Informatico,1,2010
00832,Elena,Verdi,+390918297239,Chimico,5,2000
00833,Luca,Neri,+390009246698,Ingegnere,3,1995
00834,Giulia,Neri,+397697433233,Chimico,1,1995
00835,Giulia,Gallo,+399987583946,Capo settore industriale,5,2017
00836,Paolo,Bianchi,+395243871399,Capo settore industriale,0,2004
00837,Giorgio,Verdi,+396185666839,Chimico,5,2021
00838,Elena,Rossi,+396402851561,Capo settore industriale,1,2000
00839,Francesco,Lombardi,+392704247151,Chimico,2,2016
00840,Elena,Greco,+390735357427,Capo settore industriale,1,2000
00841,Sara,Esposito,+397909647430,Informatico,5,2009
00842,Anna,Neri,+395231015020,Informatico,2,2022
00843,Sara,Lombardi,+397716293656,Ingegnere,0,2004
00844,Sara,Fontana,+393969081546,Chimico,5,1997
00845,Giulia,Rossi,+398599171316,Capo settore industriale,5,2000
00846,Chiara,Fontana,+390509189907,Informatico,2,2023
00847,Sara,Conti,+397547809936,Ingegnere,4,2002
00848,Giulia,Bianchi,+395276224266,Informatico,2,2005
00849,Chiara,Esposito,+391024520926,Chimico,0,1999
00850,Chiara,Gallo,+396945890085,Ingegnere,5,2001
00851,Giulia,Rossi,+398348312021,Ingegnere,3,2002
00852,Chiara,Fontana,+396866362709,Ingegnere,3,2011
00853,Francesco,Lombardi,+396171744642,Chimico,1,2014
00854,Anna,Esposito,+396117133206,Chimico,5,2002
00855,Anna,Esposito,+395080300869,Informatico,0,2004
00856,Marco,Greco,+394540145999,Capo settore industriale,1,2023
00857,Anna,Greco,+393986155297,Ingegnere,1,2009
00858,Paolo,Neri,+393104411464,Informatico,3,2020
00859,Paolo,Conti,+393125586920,Chimico,4,2016
00860,Marco,Conti,+398603350544,Informatico,5,2020
00861,Francesco,Rossi,+393249372067,Informatico,2,2018
00862,Giulia,Esposito,+394626565089,Ingegnere,4,2018
00863,Francesco,Bianchi,+392168749870,Chimico,2,2017
00864,Sara,Esposito,+399709008761,Informatico,2,2020
00865,Marco,Bianchi,+399269805975,Chimico,0,2021
00866,Anna,Neri,+391920273880,Capo settore industriale,5,2019
00867,Elena,Gallo,+398743702626,Informatico,0,2003
00868,Marco,Greco,+398984599105,Capo settore industriale,3,2006
00869,Giulia,Greco,+391267909640,Capo settore industriale,0,2024
00870,Paolo,Gallo,+393624610857,Ingegnere,1,2007
00871,Paolo,Verdi,+392370903430,Informatico,2,1996
00872,Elena,Fontana,+397646107767,Chimico,0,2004
00873,Marco,Lombardi,+393050187243,Ingegnere,5,2017
00874,Chiara,Greco,+394212012479,Informatico,3,2022
00875,Anna,Verdi,+398470177738,Capo settore industriale,3,2011
00876,Giorgio,Gallo,+395986820950,Ingegnere,0,2003
00877,Chiara,Rossi,+398190923200,Ingegnere,2,1999
00878,Anna,Bianchi,+391884464624,Ingegnere,3,2001
00879,Marco,Conti,+395736756674,Chimico,1,2017
00880,Paolo,Lombardi,+392009174228,Chimico,2,2009
00881,Francesco,Gallo,+396801038777,Capo settore industriale,5,2007
00882,Francesco,Conti,+396771480053,Ingegnere,3,2005
00883,Giulia,Lombardi,+398789549911,Informatico,5,2012
00884,Luca,Gallo,+393055564915,Informatico,5,1995
00885,Giulia,Neri,+395244364781,Ingegnere,0,2020
00886,Francesco,Rossi,+394459340555,Capo settore industriale,3,2001
00887,Francesco,Fontana,+391397957289,Capo settore industriale,5,2009
00888,Marco,Gallo,+394207166395,Capo settore industriale,1,2012
00889,Marco,Verdi,+392396479404,Ingegnere,4,2018
00890,Elena,Conti,+392308507733,Informatico,0,1995
00891,Marco,Esposito,+397007930812,Informatico,2,2017
00892,Giulia,Neri,+395069188199,Chimico,5,2000
00893,Marco,Conti,+399203449163,Capo settore industriale,0,2023
00894,Giulia,Gallo,+392883387930,Ingegnere,3,2022
00895,Sara,Rossi,+396109702455,Ingegnere,2,2019
00896,Sara,Fontana,+399240076355,Informatico,5,2008
00897,Giorgio,Rossi,+396869387677,Chimico,0,2009
00898,Chiara,Conti,+390983956463,Ingegnere,5,2024
00899,Anna,Rossi,+396705739186,Ingegnere,2,2002
00900,Francesco,Neri,+394334742611,Informatico,2,2004
00901,Sara,Verdi,+393944608393,Capo settore industriale,0,2016
00902,Luca,Esposito,+391320851946,Ingegnere,0,2003
00903,Anna,Gallo,+399502869057,Ingegnere,1,2024
00904,Chiara,Esposito,+393273798038,Informatico,2,2022
00905,Paolo,Rossi,+395749968733,Chimico,0,2019
00906,Giulia,Neri,+396671367459,Informatico,3,2009
00907,Marco,Neri,+393605120631,Capo settore industriale,4,1999
00908,Giorgio,Fontana,+394356217304,Chimico,5,2015
00909,Francesco,Esposito,+398791311196,Capo settore industriale,4,2014
00910,Giorgio,Bianchi,+397506910883,Informatico,2,2019
00911,Chiara,Gallo,+395990095991,Informatico,3,2023
00912,Sara,Rossi,+396754058404,Informatico,2,2008
00913,Chiara,Conti,+399213380350,Chimico,0,2019
00914,Anna,Neri,+394886894653,Capo settore industriale,4,2002
00915,Anna,Gallo,+398084509864,Capo settore industriale,5,1995
00916,Luca,Conti,+392111677084,Ingegnere,0,2009
00917,Marco,Fontana,+394887914911,Ingegnere,3,2006
00918,Marco,Fontana,+390061386501,Capo settore industriale,5,2017
00919,Luca,Greco,+393978667041,Chimico,0,2005
00920,Giulia,Rossi,+395140458886,Informatico,0,2023
00921,Sara,Gallo,+399017213467,Capo settore industriale,5,2010
00922,Sara,Fontana,+394305063388,Ingegnere,3,2012
00923,Francesco,Conti,+393835418558,Capo settore industriale,1,2010
00924,Giulia,Lombardi,+392193703697,Chimico,4,1996
00925,Giorgio,Fontana,+392818387015,Ingegnere,4,2024
00926,Giulia,Verdi,+397793395098,Informatico,4,2016
00927,Anna,Bianchi,+390912681973,Capo settore industriale,0,2005
00928,Giulia,Greco,+391934033741,Ingegnere,3,2016
00929,Francesco,Rossi,+392068051895,Ingegnere,4,1995
